nombre_cliente,Folio,capital,porcentaje,tipo_contrato,completado,fecha,nombre_ejecutivo
Zollie Geri,38-351-2840,6000,13,renovacion,1,10/2/2020,Heber
Jaquenetta Sorrel,62-644-9150,4500,60,reestructutacion,1,6/20/2019,Miguel
Celestine Switzer,47-697-0621,1500,40,renovacion,,12/24/2020,Aketzali
Lanie Wank,35-548-8882,4500,40,renovacion,1,6/1/2020,Sandra
Josselyn Coughlan,91-048-8731,5500,13,reestructutacion,1,12/22/2020,Daniel
Ameline Sheer,94-522-1289,2000,60,renovacion,1,12/2/2019,Rosa
Adelaida Fishpool,16-487-7310,5000,40,nuevo,1,12/6/2019,Aketzali
Stephannie Gillise,17-336-4025,3000,40,reestructutacion,,8/28/2020,Natali
Velma Eskriet,94-222-9380,6000,13,nuevo,1,1/14/2020,Grisel
Zelig Bagnall,47-525-9785,5500,27,renovacion,,9/29/2020,Dulce
Ric Boards,63-719-5595,4500,27,nuevo,1,4/16/2022,Ángel
Kristofer Kohnert,45-862-3628,5500,60,reestructutacion,1,5/14/2019,Jose
Weider Spittall,22-991-9922,2500,40,renovacion,1,5/23/2021,Alvaro
Kerby Addionizio,13-039-5179,3500,13,renovacion,1,9/14/2021,Rosa
Oates Renvoise,09-575-6034,6000,60,reestructutacion,1,4/17/2021,Luis
Nessy Pakeman,39-713-7668,1500,13,nuevo,1,8/22/2020,Cristobal
Karita Gudyer,32-217-1788,2000,27,nuevo,1,11/13/2020,Cristobal
Corrinne Simonian,68-124-5385,1500,13,renovacion,1,1/7/2021,Francisco
Susana Muldrew,10-731-2369,4500,27,nuevo,1,6/27/2020,Juan
Garreth Castagnier,02-624-5920,6000,13,renovacion,,3/15/2020,Cristobal
Immanuel Stocks,46-479-1518,5500,13,renovacion,1,2/23/2021,Rafael
Veronica Bomfield,88-626-2454,4000,13,nuevo,1,11/23/2021,Anthony
Merle Girardi,89-276-2891,6000,40,renovacion,,8/28/2020,Belen
Evie Kelshaw,92-538-5028,2000,13,renovacion,1,10/26/2020,Ángel
Edvard O' Reagan,34-535-2222,4000,40,nuevo,1,3/29/2021,Fanny
Rickie Hilldrup,71-755-5974,2000,40,nuevo,1,1/19/2020,Daniel
Westleigh Hebbard,41-815-3342,1000,13,reestructutacion,1,3/12/2020,Fabiola
Conant Escolme,60-542-8845,1500,27,reestructutacion,1,12/13/2020,Dulce
Sheelagh Parry,59-905-6600,6000,13,nuevo,1,11/26/2021,Aketzali
Worthington Vondrasek,72-845-5883,1000,60,reestructutacion,1,9/21/2020,Heber
Toma Kristoffersen,67-659-2916,3500,27,reestructutacion,,6/21/2020,
Kirby Snow,07-254-1847,5000,60,nuevo,1,7/19/2020,Grisel
Randee Stodhart,32-795-4336,2000,60,nuevo,1,12/29/2021,Daniel
Krishnah Acland,93-436-8913,1500,60,reestructutacion,,10/7/2020,Felipe
Vladamir Ledwich,78-477-0636,1000,40,reestructutacion,1,1/14/2021,Aketzali
Tara Bellord,47-626-6604,2000,13,nuevo,1,8/11/2021,Monserrat
Alex Fooks,60-862-1829,6000,27,renovacion,1,7/26/2021,Jorge
Ronalda Bamlett,87-843-3271,3500,60,renovacion,1,4/23/2020,Aketzali
Prince Ohrt,44-262-1187,4000,40,nuevo,1,3/29/2020,
Saunderson Soppett,20-927-6819,3500,60,renovacion,1,2/18/2020,Efraín
Artemis Brou,99-011-4157,1000,13,renovacion,1,1/19/2022,Ángel
Baldwin Seager,61-049-7464,4000,60,reestructutacion,,5/30/2021,Aketzali
Glory Hanshaw,26-110-5538,5000,40,nuevo,1,7/18/2021,Daniel
Josephine Jouanet,80-658-4110,4500,40,reestructutacion,1,9/14/2019,Sandra
Barbaraanne Klimkiewich,32-520-3621,4000,40,renovacion,,5/26/2020,Anthony
Saundra Blagden,53-934-7018,1000,13,reestructutacion,1,3/24/2021,Horacio
Tessie Rickcord,70-340-4423,1000,13,reestructutacion,1,9/3/2019,Sandra
Denni Germain,97-509-3849,4500,13,nuevo,,3/11/2020,Aketzali
Ferdy Pipkin,27-938-9533,5500,40,reestructutacion,1,2/27/2020,Efraín
Doroteya Noore,89-757-1498,1500,60,renovacion,1,10/31/2021,Efraín
Emlyn Fabry,10-553-9634,1500,40,reestructutacion,1,5/29/2021,Aketzali
Ximenes Kitt,85-213-5223,5500,13,renovacion,1,11/4/2019,Natali
Lisabeth Ruslinge,29-427-2166,5000,40,renovacion,,3/27/2022,Jorge
Stearne Dunbobin,40-649-2610,5500,13,reestructutacion,,5/31/2021,Daniel
Rozalie Marshland,65-868-8161,5500,13,reestructutacion,,8/1/2021,Daniel
Lenora Latehouse,00-792-4357,2500,13,nuevo,1,5/27/2019,Perla
Brandy Kaas,37-824-0070,2500,40,reestructutacion,1,9/13/2019,Perla
Dirk Dyter,52-090-9755,3500,13,nuevo,,8/4/2019,Felipe
Ellene Mushrow,70-524-6550,1000,60,renovacion,1,12/18/2021,Felipe
Chickie Cowey,55-786-5143,5500,60,nuevo,1,3/9/2020,Efraín
Ody Carncross,20-002-9562,6000,13,renovacion,1,6/8/2019,Jorge
Pierre Seccombe,56-782-0138,3000,27,renovacion,1,3/29/2022,Miguel
Kora McFaell,64-454-5067,5500,27,reestructutacion,1,11/10/2020,Natali
Loralyn Imlin,40-607-6593,1500,13,renovacion,,1/12/2021,Anthony
Alva Cranage,26-614-2928,1000,40,reestructutacion,1,3/8/2021,Luis
Shir Ryves,38-979-5688,4000,40,renovacion,1,3/26/2022,Anthony
Amelita Gobel,22-410-8085,3000,13,reestructutacion,1,5/27/2021,Monica
Kristin Harlick,05-322-5484,5500,27,nuevo,1,1/30/2020,Jose
Horacio Hatherleigh,58-680-5944,2500,60,reestructutacion,,1/22/2022,Rafael
Leora McIan,62-199-1409,4500,13,renovacion,1,12/30/2019,Rafael
Derrek Ilchenko,71-669-8534,1500,40,reestructutacion,1,5/1/2020,Felipe
Lindsey Haskell,38-401-7708,1000,27,reestructutacion,,5/23/2021,Ángel
Evonne Renals,35-149-3702,1000,27,renovacion,1,1/24/2021,Blas
Farris Coucha,16-761-8759,3000,60,renovacion,1,7/3/2020,Aketzali
Valerye Mallya,20-230-4349,4000,40,reestructutacion,1,3/15/2021,Noa
Charlotte Sayward,23-098-0272,4500,60,nuevo,1,9/19/2021,Ismael
Emelen Korneev,00-056-4965,1500,60,renovacion,,6/26/2019,Ismael
Hamilton Benmore,13-317-3655,1500,13,renovacion,,3/24/2022,Grisel
Elisabeth Darracott,16-416-0551,2000,40,renovacion,,6/16/2020,Noa
Bibbie Joire,26-631-0124,5000,40,renovacion,,5/5/2020,Heber
Cory Melato,66-049-0526,6000,40,nuevo,,11/6/2020,Horacio
Darelle Legrice,17-163-4355,2500,40,reestructutacion,1,6/15/2021,Daniel
Kimberlyn Brazener,96-303-9286,2500,60,renovacion,1,7/30/2019,Natali
Jameson Priden,21-856-5954,3500,60,reestructutacion,1,8/28/2019,Blas
Shaylynn Shreve,27-003-3776,5500,27,reestructutacion,1,7/2/2021,Daniel
Jania Brunner,03-349-1948,6000,60,reestructutacion,1,1/16/2021,Aketzali
Dane Scannell,66-473-3348,2000,60,nuevo,,3/16/2021,Anthony
Allister Suggett,47-491-0996,5500,40,nuevo,1,12/16/2021,Daniel
Erika Corryer,29-017-0217,1000,27,renovacion,1,12/28/2020,Alvaro
Kym Cesaric,15-330-8693,2500,27,reestructutacion,1,2/11/2022,Juan
Romona Kohler,69-256-5842,4000,27,renovacion,1,11/29/2021,Jorge
Vernon Caswell,70-756-7922,2500,13,nuevo,1,4/19/2021,Dulce
Hubey Jedryka,15-585-1385,2000,60,reestructutacion,1,4/27/2021,Miguel
Douglass Withnall,87-415-7458,4500,40,reestructutacion,1,8/23/2021,Fanny
Carolus Haskett,32-808-1749,4500,40,renovacion,1,8/7/2021,Sandra
Leelah Edel,81-028-5764,1000,13,reestructutacion,1,7/9/2021,Saul
Lazarus Betchley,87-242-1248,1500,40,reestructutacion,1,8/24/2020,Perla
Blaire Rate,37-379-3227,6000,40,nuevo,,6/23/2019,Natali
Karleen Crowch,31-854-5072,3000,60,nuevo,1,11/4/2020,Cristobal
Davide Ife,78-023-0137,2500,60,reestructutacion,1,4/30/2020,Blas
Ulla Nuzzi,41-799-0802,6000,13,renovacion,1,9/6/2019,Horacio
Karleen McCarry,50-951-2695,4000,27,nuevo,1,3/20/2021,Fabiola
Jere Maliffe,80-327-4678,6000,13,nuevo,1,12/29/2021,Fabiola
Wainwright Tregale,28-128-2157,2500,13,nuevo,1,6/22/2019,Cristobal
Gracie Kield,52-492-2219,3500,60,renovacion,1,3/29/2021,Blas
Jessika Colville,35-933-0248,3500,40,reestructutacion,,10/5/2021,Noa
Sibby Figura,39-474-2313,4000,40,renovacion,,8/13/2019,Alvaro
Danella Pilipets,15-291-9195,5500,40,nuevo,1,3/15/2022,Sandra
Brendin Biddulph,69-840-7862,1500,13,nuevo,1,1/8/2020,Monserrat
Maryjo Vanelli,98-831-3192,2500,40,nuevo,,11/18/2020,Perla
Dotti Kaiser,13-975-3771,4000,27,renovacion,1,7/19/2021,Rosa
Seana Faithorn,53-062-0089,3500,27,reestructutacion,1,11/17/2019,Noa
Marchall Baroch,71-858-8629,5500,60,nuevo,1,11/5/2021,
Pamella Yurchishin,86-556-2591,6000,13,nuevo,1,12/23/2020,Mitchel
Austina Pollack,29-553-0584,5000,13,reestructutacion,,8/11/2020,Saul
Lora Matyugin,91-033-4607,2000,40,renovacion,,6/4/2021,Jorge
Billi Wynne,51-080-4623,5500,60,renovacion,,2/5/2022,Jose
Oberon Seywood,98-478-2541,2000,40,nuevo,,11/29/2021,Luis
Enriqueta Shillom,55-485-5951,4000,27,renovacion,1,7/10/2021,Aketzali
Rycca Hassewell,37-111-2505,1500,40,reestructutacion,,7/5/2019,Natali
Flynn Bisset,48-910-5163,2500,13,renovacion,1,8/17/2020,Cristobal
Gunther Timcke,11-840-4237,3500,13,reestructutacion,1,3/5/2020,Rafael
Dun Sleith,80-913-7803,4500,60,nuevo,1,8/25/2021,Monica
Ches Goody,23-100-6948,2500,40,renovacion,1,5/27/2021,Aketzali
Zak Krolle,22-671-9503,3000,13,reestructutacion,,7/8/2019,Jose
Laurianne Nazaret,55-684-0122,5500,27,nuevo,1,9/4/2019,Ismael
Noby Checcucci,31-746-3760,4500,60,nuevo,1,9/16/2019,Anthony
Leodora Ownsworth,16-868-5423,1000,27,renovacion,1,9/21/2020,Alvaro
Stevana Cawsy,69-071-7825,4000,60,renovacion,1,1/1/2022,Juan
Massimo Overshott,13-638-9006,5500,27,renovacion,1,10/2/2021,Rosa
Hulda Cavey,58-432-8868,6000,27,reestructutacion,1,12/8/2021,Alvaro
Rianon Wince,34-283-6761,6000,13,renovacion,1,7/27/2021,
Erminia Colvill,82-555-7672,6000,27,renovacion,,4/19/2021,Blas
Philip Kamienski,56-949-1527,6000,27,renovacion,1,5/18/2019,Ismael
Briana MacKenzie,62-850-3185,5500,60,renovacion,,8/1/2020,Monserrat
Benjamen Shopcott,52-133-7342,5000,40,reestructutacion,,11/17/2021,Anthony
Natty Stratley,79-679-4702,6000,40,reestructutacion,1,3/28/2021,Rosa
Frankie Petran,20-285-7353,2500,60,nuevo,1,6/16/2021,Miguel
Artair McCraine,26-688-5652,1000,40,nuevo,,4/10/2022,Ismael
Clarette Blunderfield,23-610-9046,2500,40,reestructutacion,1,11/12/2021,Horacio
Eula Eynaud,95-882-9305,5000,13,reestructutacion,1,10/18/2021,Grisel
Abby Mickleburgh,27-940-5281,6000,27,reestructutacion,1,8/13/2020,Saul
Selig Wooler,62-965-1853,1000,60,reestructutacion,1,12/21/2020,Ángel
Cletis Metson,12-065-0823,2500,13,renovacion,1,2/26/2020,Cristobal
Charline Skillen,43-338-6026,1500,40,reestructutacion,1,9/4/2021,Alvaro
Eal Rawlin,02-083-6123,4000,27,reestructutacion,1,10/4/2021,Cristobal
Calhoun Fere,25-188-9036,1500,27,reestructutacion,,4/16/2020,Rosa
Lewes Dodridge,57-452-1917,2500,60,reestructutacion,1,4/21/2021,Francisco
Carmelia Errichiello,76-042-6033,2500,40,renovacion,1,5/2/2019,Horacio
Morton Charlotte,69-090-8942,5000,13,nuevo,1,9/30/2021,Dulce
Delmer Bagnell,84-025-7321,3000,60,renovacion,1,2/3/2020,Luis
Alexandra Craghead,11-330-4939,2000,27,nuevo,1,8/20/2021,Saul
Ruthie Vreiberg,76-030-1342,5500,13,renovacion,1,11/11/2020,Fanny
Caren MacKeeg,13-865-9090,3500,27,reestructutacion,1,3/1/2021,Cristobal
Caesar Heinert,63-758-9657,5000,40,renovacion,1,9/16/2021,Jose
Liam Millbank,29-319-5792,3500,27,reestructutacion,1,7/31/2020,Rafael
Casper Eyers,61-232-0324,2500,60,renovacion,1,3/31/2022,Felipe
Nilson Hawtrey,21-138-9598,5500,13,nuevo,,11/1/2019,
Adolf Benford,55-485-2963,3000,27,reestructutacion,1,4/10/2021,Alvaro
Vernen Suttill,46-289-8764,2500,13,reestructutacion,1,1/18/2021,Anthony
Marena Danbi,22-961-6545,6000,40,renovacion,1,1/29/2022,Rafael
Julita Waugh,87-676-1261,2000,27,reestructutacion,,12/30/2021,Anthony
Wallas Mozzini,12-639-2335,4000,60,renovacion,1,1/29/2021,Daniel
Jobie Youens,09-492-6361,2000,60,renovacion,,10/5/2019,Fanny
Jeri Adderson,42-082-2200,5500,40,nuevo,,11/17/2019,Heber
Jo-ann Laetham,94-053-3731,4000,27,reestructutacion,1,2/18/2020,Efraín
Mellie Sheehan,69-045-9846,5000,60,nuevo,,7/17/2019,Daniel
Trstram Rottery,93-869-4655,3000,40,reestructutacion,1,6/29/2020,Rosa
Harriette Inkpen,52-284-2808,5500,13,renovacion,,1/30/2021,Rosa
Gery Mersh,09-352-4543,4500,40,renovacion,1,5/13/2021,Jose
Brandise Vicar,89-282-3777,4500,27,reestructutacion,1,10/19/2021,Anthony
Byrann Patman,00-033-3474,2000,13,reestructutacion,1,9/4/2021,Monserrat
Blayne Roelofs,44-659-3006,2000,60,renovacion,,11/10/2020,Dulce
Noel Kemball,26-968-9768,3500,13,nuevo,,10/4/2021,Fabiola
Hadley Loughren,66-199-1881,2500,40,reestructutacion,1,7/20/2019,Natali
Jenifer Bridgett,77-373-2410,1500,13,nuevo,1,9/14/2020,Mitchel
Deerdre Liccardi,26-959-7900,4500,13,renovacion,1,12/1/2019,Blas
Zahara Teck,75-277-8434,1000,27,reestructutacion,,1/12/2020,Rosa
Tabb Chesterfield,43-339-8534,2500,40,nuevo,,7/15/2019,Blas
Humberto De Meis,50-281-2284,2000,27,renovacion,1,11/9/2020,Heber
Thebault Feltham,41-521-8771,1000,40,nuevo,1,11/30/2021,Monserrat
Vinny Plows,84-298-0158,3500,60,nuevo,1,5/15/2021,Aketzali
Ronica Nehlsen,44-543-2746,4000,27,nuevo,,6/14/2021,Rosa
Ginny Nicklinson,13-423-6059,4500,13,nuevo,1,8/4/2019,Miguel
Steve Bothie,77-653-5960,5500,13,nuevo,1,12/29/2021,Sandra
Jody Ropkins,89-074-9681,3000,40,renovacion,1,4/25/2019,Blas
Suzanne Moakler,48-535-2210,1500,13,reestructutacion,,1/11/2022,Anthony
Brigg Yele,42-164-7832,3500,27,reestructutacion,1,12/14/2019,Blas
Saraann Pavelin,50-019-0414,3000,27,reestructutacion,1,11/24/2021,Natali
Harlene Veracruysse,96-231-2389,2500,40,reestructutacion,1,6/20/2020,Rafael
Waverley Corder,81-534-4879,1500,13,reestructutacion,1,5/24/2021,Saul
Shamus Maestro,56-980-2507,6000,60,renovacion,,5/10/2019,Rosa
Juan Butrimovich,07-981-3738,2000,13,reestructutacion,1,7/12/2020,Anthony
Reinwald McPhelim,59-450-4565,4000,27,nuevo,,9/19/2019,Jorge
Les Coldham,33-019-9002,4500,13,nuevo,,1/20/2021,
Franciska Primrose,63-032-3546,3000,27,reestructutacion,,8/23/2020,Rosa
Mabel Rubens,01-988-3295,4000,40,nuevo,1,3/26/2021,Rafael
Clemmy Guntrip,15-479-9849,4500,13,reestructutacion,1,3/8/2021,Francisco
Tasha Saer,35-852-1548,5000,60,nuevo,1,1/16/2022,Rosa
Steffie Bloggett,74-846-4533,2500,27,nuevo,1,7/21/2020,Juan
Jessie Pierucci,26-103-0869,3500,60,reestructutacion,1,6/11/2019,Rafael
Vania Asplin,12-874-1997,6000,40,renovacion,1,9/30/2021,Noa
Bondie Simioni,69-861-6920,3500,40,reestructutacion,,9/27/2020,Ismael
Maxwell Aitchison,13-081-8728,3000,60,nuevo,1,11/7/2020,Heber
Wallie Francescuccio,75-362-4368,4500,13,reestructutacion,1,5/12/2019,Perla
Adelice Coles,26-948-2143,6000,60,renovacion,1,9/25/2021,Natali
Harriett Henrichsen,70-459-8280,5500,40,reestructutacion,,5/6/2020,Felipe
Marion Huggen,43-662-6219,6000,27,nuevo,1,12/2/2019,Perla
Conrade Hearnshaw,78-942-5053,6000,60,renovacion,,11/3/2020,Jose
Gal Gersam,66-534-7860,4000,60,renovacion,1,2/5/2020,Anthony
Jacquelynn Hendrix,53-081-5117,3500,27,renovacion,1,1/23/2022,Horacio
Nicky Kensett,32-399-1843,4500,13,reestructutacion,1,5/10/2020,Jorge
Roberta Piggins,88-185-4080,2500,60,nuevo,,6/28/2020,Ángel
Justinian Eivers,79-526-6359,5500,27,nuevo,1,7/20/2020,Juan
Sophie Lemmer,83-086-6198,3000,27,reestructutacion,,8/29/2019,Blas
Willem Keune,80-578-2602,1000,27,nuevo,,2/3/2021,Noa
Amandi Crosskill,33-230-9023,3000,40,nuevo,1,1/19/2020,Miguel
Drusi Isaq,33-676-2038,5500,27,reestructutacion,,11/30/2020,Perla
Franky Ferrao,86-959-1309,1000,13,reestructutacion,1,3/15/2020,Heber
Kathryne Lighten,11-770-5414,4000,27,nuevo,1,2/24/2022,Daniel
Jazmin Farnan,75-121-2909,4000,60,nuevo,,4/23/2019,Heber
Clarance Waything,01-707-8176,4000,40,nuevo,1,9/30/2019,Rosa
Paul Coles,31-461-5987,6000,13,reestructutacion,,2/24/2022,Natali
Hermann Pigot,08-429-3932,3500,60,nuevo,1,11/23/2020,Felipe
Torrin Danilchik,86-189-0726,1500,40,nuevo,1,2/6/2020,Saul
Stefano Hardistry,66-006-6832,2500,13,renovacion,1,3/29/2022,Aketzali
Alix Joberne,70-209-7714,1500,40,reestructutacion,,12/19/2020,Dulce
Sybilla Wyre,59-754-6114,5000,40,reestructutacion,1,11/1/2021,Monserrat
Fonzie Dyte,03-643-5568,3500,13,renovacion,1,2/4/2022,Rafael
Harland Sirey,47-282-9686,5500,13,reestructutacion,1,5/19/2019,Ángel
Helen Rowly,53-103-4386,3500,60,reestructutacion,1,8/30/2019,Blas
Moses Habbeshaw,92-404-3968,1000,13,renovacion,,12/15/2020,Heber
Montgomery McCotter,28-887-8882,6000,40,nuevo,1,9/24/2019,Jorge
Celle Carletto,04-496-0404,2500,40,renovacion,1,5/1/2019,Fanny
Kingston Fishleigh,68-736-3589,5500,13,reestructutacion,,5/18/2021,Cristobal
Fredi Doole,25-231-2862,2000,60,nuevo,,12/24/2019,Miguel
Bethina Cheeney,51-032-0120,2000,40,renovacion,,11/13/2020,Ángel
Cordy Viant,33-906-9421,5500,40,renovacion,1,12/16/2019,Dulce
Cassaundra Fynes,41-045-4540,1500,13,reestructutacion,1,5/27/2020,Felipe
Tripp Matovic,48-618-8594,2500,60,renovacion,1,5/9/2019,Saul
Ryley Kennett,20-802-4587,5000,60,renovacion,1,1/13/2020,Belen
Clifford Sisnett,77-346-7277,4000,27,nuevo,1,2/11/2022,Heber
Marley Lobbe,32-429-0717,2500,27,renovacion,1,9/25/2019,Juan
Claudia Tivnan,23-657-0616,3000,13,reestructutacion,,1/18/2022,Francisco
Estrella Bow,93-935-1093,6000,13,nuevo,1,10/12/2019,Cristobal
Nettle Anand,40-788-1171,3500,60,reestructutacion,1,11/27/2021,Heber
Emiline Bullard,96-755-4449,6000,13,reestructutacion,1,4/10/2020,Saul
Rodrick Boarer,38-747-2322,2000,13,reestructutacion,1,2/1/2020,Mitchel
Edin Ellissen,50-623-8533,1500,27,renovacion,,1/22/2020,Blas
Hilario Pinckney,42-471-1447,2000,13,nuevo,,3/31/2020,Monserrat
Moria Kempster,78-577-3489,3500,13,nuevo,,8/18/2021,Daniel
Dud Longmore,53-749-2643,4500,27,reestructutacion,1,5/23/2021,Rosa
Gisela O'Lennane,44-865-8604,5500,27,nuevo,,3/5/2022,Luis
Brenna Jerwood,46-593-9615,1500,27,renovacion,1,3/26/2021,Anthony
Sherill Pyrke,86-739-3009,2500,27,renovacion,1,12/20/2020,Cristobal
Kingsley Santino,40-245-6125,5000,27,reestructutacion,1,4/30/2019,Horacio
Lesli Martine,84-642-9853,3000,27,nuevo,1,1/25/2020,Noa
Dyana Alastair,32-799-9165,1000,60,nuevo,,8/3/2020,Ángel
Temp Revie,02-185-8586,4500,27,nuevo,,10/26/2019,Blas
Anne-corinne Harcus,89-857-1351,5000,40,reestructutacion,1,6/17/2020,Noa
Cymbre Coey,39-470-4921,6000,27,renovacion,1,2/21/2021,Saul
Melony Britton,69-784-6431,5500,13,renovacion,1,10/9/2019,Monica
Lew Touson,48-753-5303,5500,13,nuevo,1,4/24/2020,Monserrat
Brad Casburn,14-081-6535,4000,13,reestructutacion,1,3/23/2020,Belen
Finn Milkins,92-017-3876,1000,60,nuevo,1,2/23/2022,Jose
Dione Dennett,41-937-4308,6000,40,reestructutacion,,1/30/2021,Miguel
Rahel Iczokvitz,48-962-9179,2000,27,nuevo,,12/16/2020,
Taffy Barling,80-163-4913,3000,13,reestructutacion,,9/24/2019,Francisco
Tedd Filpi,91-104-9870,4500,40,reestructutacion,,7/12/2019,Fabiola
Waite McReynold,51-401-3101,3500,27,nuevo,1,7/30/2020,Anthony
Alfie Bache,15-661-5646,2500,13,reestructutacion,1,8/3/2021,Francisco
Daryn Jilkes,27-939-6883,5500,60,nuevo,1,11/30/2019,Anthony
Clarette Frankiss,23-549-0929,1500,60,nuevo,,5/27/2019,Miguel
Clarissa Ruffle,49-155-0510,5500,27,renovacion,1,4/7/2022,Rosa
Kandy Heffron,28-066-2017,3000,13,renovacion,1,8/13/2020,Saul
Godiva Gove,04-932-7802,6000,27,nuevo,,1/15/2020,Rosa
Benedicta Armit,25-987-3284,5000,27,nuevo,1,7/17/2021,Sandra
Walther Bytheway,24-278-9262,6000,27,renovacion,1,7/13/2021,Ismael
Avril Valasek,83-992-9831,4000,40,reestructutacion,1,8/24/2019,Anthony
Bink Pallent,51-914-2069,1500,60,renovacion,,8/13/2020,Rosa
Ward Van Dale,13-070-5655,4500,40,renovacion,1,10/9/2020,Fanny
Kirsten Nolin,65-539-7165,5500,60,renovacion,1,9/7/2019,Fabiola
Emlen MacLice,77-833-0148,2000,40,reestructutacion,1,1/23/2021,Belen
Cindelyn Bediss,29-657-3481,2000,40,nuevo,,4/26/2020,Dulce
Olympie Shorter,10-671-6965,6000,60,renovacion,,2/8/2021,Luis
Lorenza Curtiss,88-464-8177,1500,27,renovacion,1,12/24/2021,Anthony
Dixie Peskin,99-600-8140,3500,13,reestructutacion,1,3/14/2022,Monica
Farica Pulster,45-357-0595,2500,40,renovacion,1,10/13/2019,Felipe
Caprice Smethurst,97-244-8182,4500,60,renovacion,1,2/1/2021,Jorge
Dionis Free,51-954-0051,2000,40,renovacion,1,8/2/2020,Monica
Lucias Dunniom,42-676-6818,2000,60,reestructutacion,,12/15/2019,Mitchel
Nathanael Font,09-389-3457,2000,27,renovacion,1,9/16/2020,Monserrat
Erinn Daintith,89-067-2352,5000,13,renovacion,,7/27/2020,Noa
Toby Potzold,03-609-5123,1500,60,renovacion,1,3/3/2021,Luis
Glynda Crewe,51-405-3815,5000,40,nuevo,1,6/14/2021,Monserrat
Rheba Daoust,79-928-9709,3500,40,reestructutacion,1,11/29/2021,Saul
Jemie Poland,92-480-3209,2000,13,renovacion,1,10/21/2021,Jose
Rickey Peddel,77-134-5457,1500,27,nuevo,,4/12/2020,Efraín
Gilda Cryer,59-386-5161,3000,27,nuevo,1,5/30/2019,Fanny
Mannie Lillford,31-110-5659,2500,27,nuevo,1,1/22/2020,Belen
Tuckie Meeke,03-830-5994,1000,13,reestructutacion,1,2/9/2022,Cristobal
Eziechiele Filliskirk,14-736-8314,4500,40,reestructutacion,,7/20/2020,Blas
Jen Biasioli,69-631-4804,3500,60,renovacion,1,5/10/2019,Monserrat
Lotti Whiteford,34-844-3773,1000,40,renovacion,1,4/18/2021,Rafael
Allayne Birley,34-278-6171,5500,13,renovacion,,12/30/2020,Rosa
Joye Turfus,20-959-0013,4000,27,renovacion,1,10/14/2019,Rosa
Paulita Shilladay,81-678-2899,1500,40,renovacion,1,5/8/2021,Felipe
Kleon Sissel,88-808-6029,1000,27,reestructutacion,,1/7/2021,Rafael
Jecho Ketton,96-148-7206,2000,27,renovacion,1,7/29/2020,Rosa
Olivero Capper,18-949-9688,6000,40,reestructutacion,1,5/22/2019,Daniel
Job Nutten,13-997-0446,4500,27,renovacion,1,1/24/2022,Saul
Dolley Stenhouse,85-055-3904,1000,27,reestructutacion,1,11/7/2021,Daniel
Zondra Crayton,76-470-5937,2000,27,renovacion,,11/11/2021,Fanny
Marsha Linfitt,17-548-5562,3000,27,reestructutacion,1,5/8/2019,Juan
Roddie Rey,37-923-6169,4500,13,reestructutacion,,11/16/2019,Sandra
Herbert Pridden,85-293-8980,3000,60,renovacion,1,6/1/2021,Francisco
Richart McDonogh,03-470-5078,3500,60,reestructutacion,1,7/27/2019,Blas
Danni Seeviour,70-034-9627,5500,13,nuevo,,5/11/2020,Felipe
Hallsy Krzyzowski,14-485-3920,1500,27,nuevo,1,5/30/2021,Fanny
Vivien Britt,15-392-3872,4000,27,nuevo,,9/23/2019,Jose
Camala Measham,48-892-4595,2500,40,reestructutacion,,12/6/2019,Francisco
Lazaro Chasmor,11-200-5500,5500,13,renovacion,1,1/17/2020,Natali
Elijah Gales,11-138-2526,3000,13,nuevo,1,3/5/2022,Efraín
Tracy McIlvaney,51-338-5713,4000,27,nuevo,1,7/6/2021,Fanny
Howey Cannings,37-936-6288,6000,60,renovacion,1,7/24/2020,Alvaro
Fee Smalridge,24-313-1163,1000,13,nuevo,1,8/29/2020,Blas
Sayres Spreull,76-121-6660,6000,13,reestructutacion,1,8/23/2020,Fanny
Oralia Seak,51-658-6046,4500,27,nuevo,1,10/29/2019,Natali
Susette Ruby,87-229-0928,1500,60,renovacion,1,8/23/2020,Luis
Cordula Frankowski,23-933-2231,2000,27,renovacion,,7/12/2019,Anthony
Tara Merriment,75-857-1725,3500,27,renovacion,1,7/19/2021,Grisel
Ware Noteyoung,65-681-1948,5000,40,reestructutacion,1,8/7/2020,Anthony
Yuma Scarsbrook,64-686-8703,4500,40,reestructutacion,1,3/29/2020,Daniel
Etti Larive,40-405-5270,1500,27,renovacion,1,3/15/2021,Miguel
Jakie Cheel,30-016-4143,3500,40,reestructutacion,1,11/21/2021,Ismael
Kurtis Landell,50-450-4890,2500,60,renovacion,1,1/14/2022,Ángel
Scotti Krug,90-675-6276,4500,13,reestructutacion,,1/16/2022,Fabiola
Editha Swift,45-461-4008,3500,40,reestructutacion,,9/18/2021,Ismael
Casey Thundercliffe,90-553-8507,2500,27,renovacion,1,10/22/2019,Cristobal
Yovonnda Bandey,95-793-6451,5000,60,reestructutacion,1,11/17/2021,Juan
Fritz Chominski,94-791-4114,4500,40,renovacion,1,8/11/2021,Rafael
Matteo Balwin,48-037-3469,5000,60,renovacion,,5/25/2019,Monserrat
Bengt Dalton,76-828-1099,2500,27,reestructutacion,1,6/26/2019,Monica
Kaylil Orae,85-518-4587,6000,40,reestructutacion,,9/28/2019,Monserrat
